Código IES,Nome,Sigla,Código Endereço,Denominação,Endereço,Polo,Município,UF
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1140973,POLO SETOR OESTE - GOIÂNIA - GO,"Rua 22 -  SALA 20, QUADRA E-10,  LOTES 62/64 E 66, POLO SETOR OESTE - GOIÂNIA - GO, 69 - Setor Oeste",A,Goiânia,GO
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1142692,POLO ESTÂNCIA ITAICI - CALDAS NOVAS - GO,"RUA 29 - QUADRA 57, LOTE 16, POLO ESTÂNCIA ITAICI - CALDAS NOVAS - GO, S/N - ESTÂNCIA ITAICI",A,Goiânia,GO
1255,Centro Universitário FBV Wyden,UniFBV Wyden,1155404,POLO CENTRO - BARREIRINHAS - MA,"Avenida Joaquim Soeiro de Carvalho, POLO CENTRO - BARREIRINHAS - MA, S/N - Centro",A,Barreirinhas,MA
3881,Centro Universitário FIS,Unifis,1048639,Faculdade de Integração do Sertão - FIS,"Rua João Luiz de Melo, 2110 - Tancredo Neves",A,Serra Talhada,PE
3881,Centro Universitário FIS,Unifis,1006433,Unidade SEDE,"Rua Manoel Pereira da Silva, 841 - Centro",-,Serra Talhada,PE
160,Centro Universitário Frassinetti do Recife,UniFAFIRE,657755,Unidade SEDE,"Avenida Conde da Boa Vista, 921 - Boa Vista",-,Recife,PE
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1129472,AC - BRASILÉIA (CENTRO),"AV JOSE RUI LINO, AC - BRASILÉIA (CENTRO), 741 - Centro",A,Brasiléia,AC
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1168155,AC - CRUZEIRO DO SUL (CENTRO),"Avenida Coronel Mâncio Lima, AC - CRUZEIRO DO SUL (CENTRO), 734 - centro",A,Cruzeiro do Sul,AC
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1121386,AC - UNINASSAU (UNAMA-RIO BRANCO),"Estrada da Floresta, AC - UNINASSAU (UNAMA-RIO BRANCO), 2320 - Floresta Sul",A,Rio Branco,AC
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1165897,AC - RIO BRANCO (BOSQUE II),"Rua Alvorada, AC - RIO BRANCO (BOSQUE II), 421 - Bosque",A,Rio Branco,AC
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1075346,Polo Arapiraca I,"Rua Dom Felício Vasconcelos, Polo Arapiraca I, 320 - Capiatã",A,Arapiraca,AL
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1168127,AL - DELMIRO GOUVEIA (CENTRO II),"Rua Visconde de Mauá, AL - DELMIRO GOUVEIA (CENTRO II), 27 - Centro",A,Delmiro Gouveia,AL
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1126883,AL - MACEIO (BENEDITO BENTES),"Avenida Antônio Lisboa de Amorim, AL - MACEIO (BENEDITO BENTES), 100 - Antares",A,Maceió,AL
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1126916,AL - MACEIÓ (PETRÓPOLIS II),"Avenida Santo Amaro, AL - MACEIÓ (PETRÓPOLIS II), 2 - Petrópolis",A,Maceió,AL
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1170553,AL - MACEIÓ (BARRO DURO I),"Rua Doutor George Arroxelas, AL - MACEIÓ (BARRO DURO I), 120 - Barro Duro",A,Maceió,AL
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1093502,Uninassau (Maceió),"Rua José de Alencar, Uninassau (Maceió), 511 - Farol",A,Maceió,AL
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1120202,AL - PALMEIRA DOS ÍNDIOS (CENTRO),"Rua Esperidião Sampaio, AL - PALMEIRA DOS ÍNDIOS (CENTRO), 61 - Centro",A,Palmeira dos Índios,AL
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1082986,Santana do Ipanema/AL (CENTRO),"Rua Coronel Lucena Maranhão, Santana do Ipanema/AL (CENTRO), 197 - Centro",A,Santana do Ipanema,AL
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1122960,AM - ITACOATIARA (SÃO JORGE),"Avenida Mário Andreazza, AM - ITACOATIARA (SÃO JORGE), 1248 - São Jorge",A,Itacoatiara,AM
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1129473,AM - MANAUS (SÃO JOSÉ OPERÁRIO II),"Avenida Autaz Mirim, AM - MANAUS (SÃO JOSÉ OPERÁRIO II), 6027 - São José Operário",A,Manaus,AM
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1179266,AM - MANAUS (ZONA NORTE - UNINORTE/UNINASSAU),"Avenida Autaz Mirim, 282 - Tancredo Neves",A,Manaus,AM
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1138081,AM - MANAUS (CENTRO II),"Avenida Constantino Nery, AM - MANAUS (CENTRO II), 484 - Centro",A,Manaus,AM
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1148474,AM - MANAUS (DJALMA BATISTA),"Avenida Djalma Batista, AM - MANAUS (DJALMA BATISTA), 377 - CENTRO",A,Manaus,AM
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1120261,AM - UNINASSAU (UNINORTE-MANAUS/CENTRO),"Avenida Joaquim Nabuco, AM - UNINASSAU (UNINORTE-MANAUS/CENTRO), 1232 - Centro",A,Manaus,AM
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1120263,AM - UNINASSAU (UNINORTE-MANAUS/CIDADE NOVA),"Avenida Noel Nutels, AM - UNINASSAU (UNINORTE-MANAUS/CIDADE NOVA), 1006 - Cidade Nova",A,Manaus,AM
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1129474,AM - MANAUS (CIDADE NOVA II),"Avenida Noel Nutels, AM - MANAUS (CIDADE NOVA II), 2101 - Centro",A,Manaus,AM
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1168130,AM - MANAUS (ALEIXO),"AVENIDA TEFÉ, AM - MANAUS (ALEIXO), 850 - Aleixo",A,Manaus,AM
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1122961,AM - MANAUS (DA PAZ II),"Avenida Torquato Tapajós, AM - MANAUS (DA PAZ II), 1947 - Da Paz",A,Manaus,AM
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1170354,AM - MANAUS (JAPIIM),"Rua Maria Mansour, AM - MANAUS (JAPIIM), 90 - Japiim",A,Manaus,AM
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1170325,AM - MANAUS (SÃO JOSÉ OPERÁRIO lV),"Rua Professora Maria Antony, AM - MANAUS (SÃO JOSÉ OPERÁRIO lll), 61 A - São José Operário",A,Manaus,AM
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1170541,AM - MANAUS (SÃO JOSÉ OPERÁRIO lll),"Rua Professora Maria Antony, AM - MANAUS (SÃO JOSÉ OPERÁRIO lll), 61A - São José Operário",A,Manaus,AM
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1168135,AM - URUCARÁ (APARECIDA),"RUA CORONEL PINTO, AM - URUCARÁ (APARECIDA), 1136 - Aparecida",A,Urucará,AM
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1107062,AP - LARANJAL DO JARI (AGRESTE II),"RUA RIO JARI, AP - LARANJAL DO JARI (AGRESTE II), 1143 - AGRESTE II",A,Laranjal do Jari,AP
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1137770,AP - UNINASSAU (UNAMA-MACAPÁ),"Rodovia Juscelino Kubitschek, AP - UNINASSAU (UNAMA-MACAPÁ), S/N - Universidade",A,Macapá,AP
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1174768,BA - BARRA (CENTRO),"Rua Dom João Muniz, 250 - Centro",A,Barra,BA
2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,UNINASSAU,1137766,BA - UNINASSAU (UNIFASB),"Avenida São Desidério, BA - UNINASSAU (UNIFASB), 2440 - Ribeirão",A,Barreiras,BA
14717,Centro Universitário Maurício de Nassau de Caruaru,Uninassau Caruaru,1046564,Sede,"Entroncamento da Rodovia BR-232 com a BR 104, - do km 135,500 ao km 137,000, 1215 - Agamenom Magalhães",A,Caruaru,PE
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1115015,AC - UNINABUCO (RIO BRANCO),"Shopping Via Verde, AC - UNINABUCO (RIO BRANCO), 2320 - Floresta Sul",A,Rio Branco,AC
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1115018,AL - UNINABUCO (ARAPIRACA),"Rua Dom Felício de Vasconcelos, AL - UNINABUCO (ARAPIRACA), 320 - Capitã",A,Arapiraca,AL
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1134412,AL - MACEIO (BENEDITO BENTES),"Avenida Antônio Lisboa de Amorim, AL - MACEIO (BENEDITO BENTES), 100 - Antares",A,Maceió,AL
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1134413,AL - MACEIÓ (PETRÓPOLIS II),"Avenida Santo Amaro, AL - MACEIÓ (PETRÓPOLIS II), 2 - Petrópolis",A,Maceió,AL
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1170575,AL - MACEIÓ (BARRO DURO I),"Doutor George Arroxelas, AL - MACEIÓ (BARRO DURO I),  - Barro Duro",A,Maceió,AL
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1115019,AL - UNINABUCO (MACEIO),"Rua José de Alencar, AL - UNINABUCO (MACEIO), 511 - Farol",A,Maceió,AL
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1135199,AM - ITACOATIARA (SÃO JORGE),"Avenida Mário Andreazza, AM - ITACOATIARA (SÃO JORGE), 1248 - São Jorge",A,Itacoatiara,AM
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1130274,AM - UNINABUCO (UNINORTE-MANAUS/CENTRO),"Avenida Joaquim Nabuco, AM - UNINABUCO (UNINORTE-MANAUS/CENTRO), 1232 - Centro",A,Manaus,AM
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1130278,AM - UNINABUCO (UNINORTE-MANAUS/CIDADE NOVA),"Avenida Noel Nutels, AM - UNINABUCO (UNINORTE-MANAUS/CIDADE NOVA), 1006 - Cidade Nova",A,Manaus,AM
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1135203,AM - MANAUS (CIDADE NOVA II),"Avenida Noel Nutels, AM - MANAUS (CIDADE NOVA II), 2101 Sala 27 - Centro",A,Manaus,AM
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1179288,AM - MANAUS (SÃO JOSÉ OPERÁRIO lV),"Rua Professora Maria Antony, 61 A - São José Operário",A,Manaus,AM
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1130284,AP - UNINABUCO (UNAMA-MACAPÁ),"Rodovia Juscelino Kubitschek, AP - UNINABUCO (UNAMA-MACAPÁ), S/N - Universidade",A,Macapá,AP
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1168032,BA - FEIRA DE SANTANA (CENTRO III),"Rua Georgina Erisman, BA - FEIRA DE SANTANA (CENTRO III), 197 - Centro",A,Feira de Santana,BA
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1130292,BA - UNINABUCO (UNINASSAU-SALVADOR/PITUBA),"Rua dos Maçons, BA - UNINABUCO (UNINASSAU-SALVADOR/PITUBA), 364 - Pituba",A,Salvador,BA
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1115021,BA - UNINABUCO (VITÓRIA DA CONQUISTA),"Avenida Otávio Santos, BA - UNINABUCO (VITÓRIA DA CONQUISTA), 158 - Recreio",A,Vitória da Conquista,BA
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1162930,CE - FORTALEZA (ENG. LUCIANO CAVANCANTE - UNINASSAU/UNINABUCO),"Avenida Almirante Maximiniano da Fonseca, CE - FORTALEZA (ENG. LUCIANO CAVANCANTE - UNINASSAU/UNINABUCO), 1395 - Engenheiro Luciano Cavalcante",A,Fortaleza,CE
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1115029,CE - UNINABUCO (FORTALEZA),"Avenida Visconde do Rio Branco, CE - UNINABUCO (FORTALEZA),  - Centro",A,Fortaleza,CE
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1115026,CE - UNINABUCO (PARANGABA),"Rua Germano Franck, CE - UNINABUCO (PARANGABA), 567 - Parangaba",A,Fortaleza,CE
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1115027,CE - UNINABUCO (MARACANAÚ),"Avenida I, CE - UNINABUCO (MARACANAÚ), 101 - Jereissati I",A,Maracanaú,CE
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1136029,CE - SALITRE (CENTRO),"Rua Travessa Fortaleza, CE - SALITRE (CENTRO), 144 - Centro",A,Salitre,CE
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1165954,DF - BRASÍLIA (SOBRADINHO III),"Quadra 6 Area especial 4, DF - BRASÍLIA (SOBRADINHO III),  - Sobradinho",A,Brasília,DF
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1134391,DF - BRASILIA (RIACHO MALL SHOPPING),"Quadra QN 7 Área Especial 1, DF - BRASILIA (RIACHO MALL SHOPPING), LOJA 107 - Riacho Fundo I",A,Brasília,DF
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1115030,DF - UNINABUCO (BRASÍLIA),"Quadra QNM 34 Área Especial 1, DF - UNINABUCO (BRASÍLIA), 1 - Taguatinga Norte (Taguatinga)",A,Brasília,DF
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1136017,DF - BRASÍLIA (ASA SUL),"Quadra SBS Quadra 2, DF - BRASÍLIA (ASA SUL), 12 - Asa Sul",A,Brasília,DF
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1169220,GO - ANÁPOLIS (JUNDIAI III),"Avenida Juscelino Kubitschek, GO - ANÁPOLIS (JUNDIAI II),  - Jundiai II",A,Anápolis,GO
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1165963,GO - GOIÂNIA (PEDRO LUDOVICO),"Circular, GO - GOIÂNIA (PEDRO LUDOVICO), 1192 - Setor Pedro Ludovico",A,Goiânia,GO
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1136019,GO - GOIÂNIA (SETOR MARISTA II),"Rua 26, GO - GOIÂNIA (SETOR MARISTA II), S/N - Setor Marista",A,Goiânia,GO
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1136020,GO - JARAGUÁ (JD. AEROPORTO),"Avenida Presidente Vargas, GO - JARAGUÁ (JD. AEROPORTO), Q 16, L 05, 516 - Jardim Aeroporto II",A,Jaraguá,GO
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1165955,MA - SÃO LUÍS (CIDADE OPERÁRIA),"Rua 03, MA - SÃO LUÍS (CIDADE OPERÁRIA), 08 - Cidade Operária",A,São Luís,MA
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,1130304,MA - UNINABUCO (UNINASSAU-SAO LUIS),"Rua Zoé Cerveira, MA - UNINABUCO (UNINASSAU-SAO LUIS), 120 - Alemanha",A,São Luís,MA
4118,Centro Universitário Maurício de Nassau Paulista,UNINASSAU PAULISTA,658598,PAULISTA - JANGA,"Avenida Doutor Cláudio José Gueiros Leite, 2939 - Janga",-,Paulista,PE
4118,Centro Universitário Maurício de Nassau Paulista,UNINASSAU PAULISTA,659766,Unidade SEDE,"Avenida Senador Salgado Filho, Unidade SEDE, s/n - Centro",A,Paulista,PE
4118,Centro Universitário Maurício de Nassau Paulista,UNINASSAU PAULISTA,1075958,Shopping Paulista,"Avenida Senador Salgado Filho, Shopping Paulista, S/N - Centro",-,Paulista,PE
4118,Centro Universitário Maurício de Nassau Paulista,UNINASSAU PAULISTA,1069885,Unidade PE 15,"Rodovia PE-15, S/N - Centro",-,Paulista,PE
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,1161957,Mundo Plaza - Salvador,"Avenida Tancredo Neves, Mundo Plaza - Salvador, 620 - Caminho das Árvores",A,Salvador,BA
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,1161955,Palácio da Agricultura - DF,"Quadra SBN Quadra 1 Bloco F, Palácio da Agricultura - DF,  - Asa Norte",A,Brasília,DF
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,1162486,Enseada do Suá,"Rua José Alexandre Buaiz, Enseada do Suá, 300 - Enseada do Suá",A,Vitória,ES
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,1162488,Center Shopping,"Avenida João Naves de Ávila, Center Shopping, 1331 - Santa Mônica",A,Uberlândia,MG
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,1068821,Polo JOÃO PESSOA/PB,"Avenida Dom Pedro I, Polo JOÃO PESSOA/PB, 591 - Centro",A,João Pessoa,PB
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,1068820,Polo OLINDA/PE,"Rua do Bonfim, 37 - Carmo",A,Olinda,PE
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,1066361,Clinica-Escola de Saúde,"Avenida Beberibe, Clinica-Escola de Saúde, 404 - Encruzilhada",A,Recife,PE
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,1071856,Av. Conde da Boa Vista,"Avenida Conde da Boa Vista, NOVA SEDE - Av. Conde da Boa Vista, 1410 - Boa Vista",A,Recife,PE
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,1097034,NOVA SEDE - Fernandes Vieira n.130,"Edifício Portal da Boa Vista, NOVA SEDE - Fernandes Vieira n.130, 130 - Boa Vista",A,Recife,PE
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,1161975,TIP,"Getúlio Vargas, TIP, s/n - Curado",A,Recife,PE
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,1070296,Campus Imbiribeira,"Rua Barão de Souza Leão, 1647 - Imbiribeira",-,Recife,PE
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,1079903,Campus - NINFAS,"Rua das Ninfas, Campus - NINFAS, 279 e 297 - Soledaded",-,Recife,PE
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,658676,ENDEREÇO NÃO FUNCIONA MAIS,"Rua Dom Bosco, 1308 - Boa Vista",A,Recife,PE
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,1063946,Campus II - R Dom Bosco 1329,"Rua Dom Bosco, Campus II - R Dom Bosco 1329, 1329 - Boa Vista",A,Recife,PE
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,1068819,Polo RECIFE/PE 1,"Rua Dom Bosco, 1308 - Boa Vista",-,Recife,PE
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,1161960,Torre Cícero Dias - Recife,"Rua Padre Carapuceiro, Torre Cícero Dias - Recife, 858 - Boa Viagem",A,Recife,PE
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,1068818,Polo RECIFE/PE 2,"Rua Ramiz Galvão, Polo RECIFE/PE 2, 83 - Arruda",A,Recife,PE
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,1167712,Nova Sede 2024 - Barão de São Borja,"Rua Rua Barão de São Borja - 421 ao fim - ímpar, Nova Sede 2024 - Barão de São Borja, 427 - Boa Vista",A,Recife,PE
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,1161936,Mourisco - Botafogo/RJ,"Praia de Botafogo, Mourisco - Botafogo/RJ, 501 - Botafogo",A,Rio de Janeiro,RJ
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,1161935,Edificio Ventura - Centro,"República do Chile, Edificio Ventura - Centro, 330 - Centro",A,Rio de Janeiro,RJ
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,1161945,Edifício Guaiba - Praia de Belas,"Avenida Dolores Alcaraz Caldas, Edifício Guaiba - Praia de Belas, 90 - Praia de Belas",A,Porto Alegre,RS
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,1161923,Alphaville Jacarandá - Barueri,"Marcos Penteado de Ulhôa Rodrigues, Alphaville Jacarandá - Barueri, 939 - Tamboré",A,Barueri,SP
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,1161910,Galleria Plaza - Campinas,"Doutor José Bonifácio Coutinho Nogueira, Galleria Plaza - Campinas, 150 - Jardim Madalena",A,Campinas,SP
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,1161925,Regus Autonomistas - Osasco,"Avenida dos Autonomistas, Regus Autonomistas - Osasco, 2561 - Centro",A,Osasco,SP
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,1161928,Domo Corporade - São Bernardo do Campo,"Avenida José Versolato, Domo Corporade - São Bernardo do Campo, 101 - Centro",A,São Bernardo do Campo,SP
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,1161884,Chácara Santo Antonio,"Alexandre Dumas, Chácara Santo Antonio, 1711 - Chácara Santo Antônio (Zona Sul)",A,São Paulo,SP
1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL,UNISÃOMIGUEL,1161906,Spaces - Vila Madalena,"Capitão Antônio Rosa, Spaces - Vila Madalena, 409 - Jardim Paulistano",A,São Paulo,SP
2409,CENTRO UNIVERSITÁRIO TABOSA DE ALMEIDA,ASCES-UNITA,659132,Unidade SEDE,"Avenida Portugal, 584 - Universitário",A,Caruaru,PE
1709,Centro Universitário Tiradentes de Pernambuco,UNIT PE,32061,Unidade Caxangá,"Avenida Caxangá, Unidade Caxangá, 4.477 - Iputinga",-,Recife,PE
1709,Centro Universitário Tiradentes de Pernambuco,UNIT PE,1063590,Unidade Caxangá II,"Avenida Caxangá, - de 4024 ao fim - lado par, 4302 - Iputinga",-,Recife,PE
1709,Centro Universitário Tiradentes de Pernambuco,UNIT PE,1135314,Campus Zona Sul,"Avenida Marechal Mascarenhas de Morais, Campus Zona Sul, 3905 - Imbiribeira",-,Recife,PE
1709,Centro Universitário Tiradentes de Pernambuco,UNIT PE,1047256,Unidade Casa Amarela,"R. Doutor Tomé Dias, 202 - Casa Amarela",-,Recife,PE
1709,Centro Universitário Tiradentes de Pernambuco,UNIT PE,1063658,Nossa Senhora do Carmo,"Rua Barão de São Borja - 421 ao fim - ímpar, 427 - Boa Vista",-,Recife,PE
1709,Centro Universitário Tiradentes de Pernambuco,UNIT PE,1069970,NOVA MADALENA,"Rua Demócrito de Souza Filho, 452 - Madalena",-,Recife,PE
